parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,mlog10p
1, zil10rb ,698,poororalhealth_sev,,0.11,0.0124386,36587,8.7588652,2.10E-18,0.08,0.13,0.05,0.00003418,1,3.86E-17,1,0,17.67778071
1, zbst2 ,134,poororalhealth_sev,,0.11,0.01264667,36743,8.5852634,9.40E-18,0.08,0.13,0.05,0.00003418,1,1.74E-16,1,0,17.02687215
1, zangpt2 ,61,poororalhealth_sev,,0.11,0.01261429,36718,8.5815203,9.70E-18,0.08,0.13,0.05,0.00003418,1,1.78E-16,1,0,17.01322827
1, zigfbp3 ,687,poororalhealth_sev,,-0.11,0.01236949,36588,-8.5687535,1.10E-17,-0.13,-0.08,0.05,0.00003418,1,1.96E-16,1,0,16.95860731
1, zsorcs2 ,1272,poororalhealth_sev,,0.11,0.01272562,35565,8.4406294,3.30E-17,0.08,0.13,0.05,0.00003418,1,5.78E-16,1,0,16.48148606
1, zccl22 ,183,poororalhealth_sev,,0.11,0.01244118,36100,8.4404405,3.30E-17,0.08,0.13,0.05,0.00003418,1,5.78E-16,1,0,16.48148606
1, zadgrg1 ,28,poororalhealth_sev,,0.1,0.01224344,36256,8.4363665,3.40E-17,0.08,0.13,0.05,0.00003418,1,5.86E-16,1,0,16.46852108
1, zggh ,593,poororalhealth_sev,,0.11,0.01249499,35819,8.436001,3.40E-17,0.08,0.13,0.05,0.00003418,1,5.86E-16,1,0,16.46852108
1, zspint1 ,1282,poororalhealth_sev,,0.11,0.01289683,36330,8.412915,4.10E-17,0.08,0.13,0.05,0.00003418,1,7.05E-16,1,0,16.38721614
1, ztnfrsf6b ,1381,poororalhealth_sev,,0.1,0.01254426,36156,8.3630348,6.30E-17,0.08,0.13,0.05,0.00003418,1,1.06E-15,1,0,16.20065945
1, ztnf ,1365,poororalhealth_sev,,0.11,0.01290159,35697,8.3570353,6.70E-17,0.08,0.13,0.05,0.00003418,1,1.11E-15,1,0,16.1739252
1, zefna1 ,462,poororalhealth_sev,,0.11,0.01259946,36390,8.3465587,7.30E-17,0.08,0.13,0.05,0.00003418,1,1.20E-15,1,0,16.13667714
1, zpik3ip1 ,1052,poororalhealth_sev,,0.1,0.01241879,36451,8.2170077,2.20E-16,0.08,0.13,0.05,0.00003418,1,3.50E-15,1,0,15.65757732
1, zbtn2a1 ,136,poororalhealth_sev,,0.1,0.01268396,36587,8.1392837,4.10E-16,0.08,0.13,0.05,0.00003418,1,6.59E-15,1,0,15.38721614
1, zltbr ,857,poororalhealth_sev,,0.1,0.01266079,36258,8.1228442,4.70E-16,0.08,0.13,0.05,0.00003418,1,7.47E-15,1,0,15.32790214
1, zpilra ,1053,poororalhealth_sev,,0.1,0.01261937,36451,8.0848367,6.40E-16,0.08,0.13,0.05,0.00003418,1,1.01E-14,1,0,15.19382003
1, zanxa10 ,69,poororalhealth_sev,,0.1,0.01298787,35593,8.0823273,6.60E-16,0.08,0.13,0.05,0.00003418,1,1.02E-14,1,0,15.18045606
1, zeda2r ,458,poororalhealth_sev,,0.09,0.01139461,36718,8.050066,8.50E-16,0.07,0.11,0.05,0.00003418,1,1.31E-14,1,0,15.07058107
1, zhnmt ,653,poororalhealth_sev,,0.1,0.01252197,35985,7.9561505,1.80E-15,0.08,0.12,0.05,0.00003418,1,2.78E-14,1,0,14.74472749
1, zlilrb4 ,840,poororalhealth_sev,,0.1,0.01257986,35753,7.9304474,2.20E-15,0.08,0.12,0.05,0.00003418,1,3.39E-14,1,0,14.65757732
1, zpgf ,1046,poororalhealth_sev,,0.09,0.01150185,36816,7.8983432,2.90E-15,0.07,0.11,0.05,0.00003418,1,4.34E-14,1,0,14.537602
1, zsirpb1 ,1242,poororalhealth_sev,,0.1,0.01271178,36365,7.8811095,3.30E-15,0.08,0.13,0.05,0.00003418,1,4.93E-14,1,0,14.48148606
1, zcxcl9 ,401,poororalhealth_sev,,0.1,0.01248368,36587,7.8400457,4.60E-15,0.07,0.12,0.05,0.00003418,1,6.77E-14,1,0,14.33724217
1, zcd302 ,224,poororalhealth_sev,,0.1,0.01236877,36256,7.8372661,4.70E-15,0.07,0.12,0.05,0.00003418,1,6.85E-14,1,0,14.32790214
1, ztgfbr2 ,1342,poororalhealth_sev,,0.1,0.0123773,36532,7.8273443,5.10E-15,0.07,0.12,0.05,0.00003418,1,7.34E-14,1,0,14.29242982
1, zlbp ,818,poororalhealth_sev,,0.1,0.01281102,36588,7.8107618,5.80E-15,0.07,0.13,0.05,0.00003418,1,8.29E-14,1,0,14.23657201
1, ztnfrsf14 ,1375,poororalhealth_sev,,0.1,0.01256641,36472,7.8079986,6.00E-15,0.07,0.12,0.05,0.00003418,1,8.39E-14,1,0,14.22184875
1, zoscar ,1010,poororalhealth_sev,,0.1,0.01279342,36472,7.7957456,6.60E-15,0.07,0.12,0.05,0.00003418,1,9.16E-14,1,0,14.18045606
1, zvwc2 ,1443,poororalhealth_sev,,0.1,0.0125038,36042,7.7559731,9.00E-15,0.07,0.12,0.05,0.00003418,1,1.24E-13,1,0,14.04575749
1, zace2 ,6,poororalhealth_sev,,0.09,0.01184478,35747,7.689379,1.50E-14,0.07,0.11,0.05,0.00003418,1,2.07E-13,1,0,13.82390874
1, zcd300c ,220,poororalhealth_sev,,0.1,0.01262465,36743,7.6804488,1.60E-14,0.07,0.12,0.05,0.00003418,1,2.20E-13,1,0,13.79588002
1, znectin4 ,957,poororalhealth_sev,,0.1,0.01271833,36532,7.6632867,1.90E-14,0.07,0.12,0.05,0.00003418,1,2.49E-13,1,0,13.7212464
1, zfgfr2 ,540,poororalhealth_sev,,0.09,0.01227083,36532,7.6512028,2.00E-14,0.07,0.12,0.05,0.00003418,1,2.71E-13,1,0,13.69897
1, zgal ,573,poororalhealth_sev,,-0.1,0.01246089,36587,-7.635482,2.30E-14,-0.12,-0.07,0.05,0.00003418,1,3.04E-13,1,0,13.63827216
1, zrspo1 ,1176,poororalhealth_sev,,0.1,0.01271858,36156,7.5955163,3.10E-14,0.07,0.12,0.05,0.00003418,1,4.10E-13,1,0,13.50863831
1, zcdh2 ,255,poororalhealth_sev,,0.09,0.01214438,36433,7.5805411,3.50E-14,0.07,0.12,0.05,0.00003418,1,4.56E-13,1,0,13.45593196
1, znectin2 ,956,poororalhealth_sev,,0.1,0.01267105,36376,7.5199696,5.60E-14,0.07,0.12,0.05,0.00003418,1,7.18E-13,1,0,13.25181197
1, zctsd ,379,poororalhealth_sev,,0.1,0.0126524,34086,7.5191916,5.60E-14,0.07,0.12,0.05,0.00003418,1,7.18E-13,1,0,13.25181197
1, zlgals4 ,827,poororalhealth_sev,,0.09,0.01258976,36424,7.5168349,5.70E-14,0.07,0.12,0.05,0.00003418,1,7.24E-13,1,0,13.24412514
1, zrab6a ,1140,poororalhealth_sev,,-0.1,0.01271762,36344,-7.5090701,6.10E-14,-0.12,-0.07,0.05,0.00003418,1,7.62E-13,1,0,13.21467016
1, ztgfa ,1339,poororalhealth_sev,,0.09,0.01258688,36344,7.4959788,6.70E-14,0.07,0.12,0.05,0.00003418,1,8.34E-13,1,0,13.1739252
1, zdll1 ,430,poororalhealth_sev,,0.09,0.0125818,36532,7.4930551,6.90E-14,0.07,0.12,0.05,0.00003418,1,8.46E-13,1,0,13.16115091
1, zagrn ,36,poororalhealth_sev,,0.09,0.01238294,36587,7.4889112,7.10E-14,0.07,0.12,0.05,0.00003418,1,8.66E-13,1,0,13.14874165
1, zigfbp7 ,690,poororalhealth_sev,,0.09,0.01247072,36888,7.4632958,8.60E-14,0.07,0.12,0.05,0.00003418,1,1.04E-12,1,0,13.06550155
1, ztnfrsf8 ,1382,poororalhealth_sev,,0.1,0.01282682,36743,7.4629416,8.60E-14,0.07,0.12,0.05,0.00003418,1,1.04E-12,1,0,13.06550155
1, zhla_e ,649,poororalhealth_sev,,0.1,0.01277667,36344,7.439614,1.00E-13,0.07,0.12,0.05,0.00003418,1,1.23E-12,1,0,13
1, zccdc80 ,171,poororalhealth_sev,,0.09,0.01201675,36433,7.4381838,1.00E-13,0.07,0.11,0.05,0.00003418,1,1.23E-12,1,0,13
1, zxcl1 ,1456,poororalhealth_sev,,0.09,0.01282969,36718,7.3959212,1.40E-13,0.07,0.12,0.05,0.00003418,1,1.68E-12,1,0,12.85387196
1, zsiglec7 ,1239,poororalhealth_sev,,0.09,0.0124952,36433,7.3506662,2.00E-13,0.07,0.12,0.05,0.00003418,1,2.34E-12,1,0,12.69897
1, zadamts15 ,21,poororalhealth_sev,,0.09,0.01228909,36256,7.34608,2.10E-13,0.07,0.11,0.05,0.00003418,1,2.40E-12,1,0,12.67778071
1, zcd274 ,216,poororalhealth_sev,,0.09,0.01272987,36156,7.3366684,2.20E-13,0.07,0.12,0.05,0.00003418,1,2.56E-12,1,0,12.65757732
1, zcd4 ,228,poororalhealth_sev,,0.09,0.01265941,36281,7.2787651,3.40E-13,0.07,0.12,0.05,0.00003418,1,3.90E-12,1,0,12.46852108
1, zcntn1 ,324,poororalhealth_sev,,-0.09,0.01190215,36888,-7.2524062,4.20E-13,-0.11,-0.06,0.05,0.00003418,1,4.65E-12,1,0,12.37675071
1, zbcan ,118,poororalhealth_sev,,-0.09,0.01237613,36156,-7.2521026,4.20E-13,-0.11,-0.07,0.05,0.00003418,1,4.65E-12,1,0,12.37675071
1, zctsl ,382,poororalhealth_sev,,0.09,0.01270893,36433,7.2516738,4.20E-13,0.07,0.12,0.05,0.00003418,1,4.65E-12,1,0,12.37675071
1, zca6 ,153,poororalhealth_sev,,-0.09,0.01218127,36337,-7.2362643,4.70E-13,-0.11,-0.06,0.05,0.00003418,1,5.17E-12,1,0,12.32790214
1, zdpp6 ,442,poororalhealth_sev,,-0.09,0.01249397,36256,-7.2186482,5.40E-13,-0.11,-0.07,0.05,0.00003418,1,5.81E-12,1,0,12.26760624
1, zptgds ,1122,poororalhealth_sev,,0.09,0.01232114,36168,7.2184648,5.40E-13,0.06,0.11,0.05,0.00003418,1,5.81E-12,1,0,12.26760624
1, zccl3 ,190,poororalhealth_sev,,0.09,0.0126875,36344,7.2128675,5.60E-13,0.07,0.12,0.05,0.00003418,1,6.01E-12,1,0,12.25181197
1, zclec6a ,309,poororalhealth_sev,,0.09,0.01288015,35565,7.2111035,5.70E-13,0.07,0.12,0.05,0.00003418,1,6.05E-12,1,0,12.24412514
1, zrnaset2 ,1168,poororalhealth_sev,,0.09,0.01252039,36720,7.1839114,6.90E-13,0.07,0.11,0.05,0.00003418,1,7.32E-12,1,0,12.16115091
1, zncam1 ,946,poororalhealth_sev,,-0.09,0.01256867,36588,-7.1745976,7.40E-13,-0.11,-0.07,0.05,0.00003418,1,7.78E-12,1,0,12.13076828
1, zmmp7 ,918,poororalhealth_sev,,0.09,0.01268166,35703,7.1654453,7.90E-13,0.07,0.12,0.05,0.00003418,1,8.26E-12,1,0,12.10237291
1, zedil3 ,460,poororalhealth_sev,,0.09,0.01298326,35747,7.163302,8.00E-13,0.07,0.12,0.05,0.00003418,1,8.33E-12,1,0,12.09691001
1, znbl1 ,944,poororalhealth_sev,,0.09,0.01256748,36532,7.1614328,8.10E-13,0.07,0.11,0.05,0.00003418,1,8.38E-12,1,0,12.09151498
1, zspink1 ,1278,poororalhealth_sev,,0.09,0.01277908,36451,7.1520296,8.70E-13,0.07,0.12,0.05,0.00003418,1,8.91E-12,1,0,12.06048075
1, zltbp3 ,856,poororalhealth_sev,,0.09,0.01271349,35565,7.1433656,9.30E-13,0.07,0.12,0.05,0.00003418,1,9.43E-12,1,0,12.03151705
1, zfabp4 ,508,poororalhealth_sev,,0.08,0.01097146,36888,7.1413035,9.40E-13,0.06,0.1,0.05,0.00003418,1,9.50E-12,1,0,12.02687215
1, zlrrc25 ,849,poororalhealth_sev,,0.09,0.01266841,36256,7.1155298,1.10E-12,0.07,0.11,0.05,0.00003418,1,1.14E-11,1,0,11.95860731
1, zchi3l1 ,289,poororalhealth_sev,,0.09,0.01256977,35620,7.0971504,1.30E-12,0.06,0.11,0.05,0.00003418,1,1.29E-11,1,0,11.88605665
1, zctsz ,386,poororalhealth_sev,,0.09,0.01253913,36474,7.066603,1.60E-12,0.06,0.11,0.05,0.00003418,1,1.60E-11,1,0,11.79588002
1, zil12a_il12b ,700,poororalhealth_sev,,0.09,0.01276413,36256,7.0527645,1.80E-12,0.07,0.12,0.05,0.00003418,1,1.75E-11,1,0,11.74472749
1, zkrt18 ,801,poororalhealth_sev,,0.09,0.01216761,36256,7.0264951,2.20E-12,0.06,0.11,0.05,0.00003418,1,2.10E-11,1,0,11.65757732
1, zccl20 ,181,poororalhealth_sev,,0.09,0.01257834,36816,7.0247304,2.20E-12,0.06,0.11,0.05,0.00003418,1,2.11E-11,1,0,11.65757732
1, zfabp1 ,506,poororalhealth_sev,,0.09,0.01239984,36424,6.9995094,2.60E-12,0.06,0.11,0.05,0.00003418,1,2.52E-11,1,0,11.58502665
1, zpdcd1 ,1030,poororalhealth_sev,,0.09,0.01280785,36669,6.9975633,2.60E-12,0.06,0.11,0.05,0.00003418,1,2.53E-11,1,0,11.58502665
1, zclec14a ,301,poororalhealth_sev,,0.09,0.01264344,36451,6.9956383,2.70E-12,0.06,0.11,0.05,0.00003418,1,2.55E-11,1,0,11.56863624
1, zcol18a1 ,330,poororalhealth_sev,,0.09,0.01224005,36621,6.9684715,3.30E-12,0.06,0.11,0.05,0.00003418,1,3.08E-11,1,0,11.48148606
1, zezr ,500,poororalhealth_sev,,0.09,0.01256724,36743,6.9289777,4.30E-12,0.06,0.11,0.05,0.00003418,1,4.04E-11,1,0,11.36653154
1, zmmp10 ,914,poororalhealth_sev,,0.09,0.01298387,36343,6.9212412,4.60E-12,0.06,0.12,0.05,0.00003418,1,4.24E-11,1,0,11.33724217
1, zil4r ,739,poororalhealth_sev,,0.09,0.0128049,36344,6.8796286,6.10E-12,0.06,0.11,0.05,0.00003418,1,5.65E-11,1,0,11.21467016
1, zil15ra ,706,poororalhealth_sev,,0.09,0.0130148,35753,6.8659577,6.70E-12,0.06,0.11,0.05,0.00003418,1,6.18E-11,1,0,11.1739252
1, zreg3a ,1156,poororalhealth_sev,,0.09,0.01262208,36888,6.8507298,7.50E-12,0.06,0.11,0.05,0.00003418,1,6.82E-11,1,0,11.12493874
1, zil1rn ,726,poororalhealth_sev,,0.08,0.01213221,36353,6.8389702,8.10E-12,0.06,0.11,0.05,0.00003418,1,7.36E-11,1,0,11.09151498
