#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0042127	Regulation of cell population proliferation	18	1669	0.78	8.57e-08	9606.ENSP00000253408,9606.ENSP00000265371,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000320084,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000469613	GFAP,NRP1,CXCL5,IL15,CD276,IFNLR1,DPP4,CXCL9,DLL1,PLAU,IL2RA,ACVRL1,IL4R,IL6,GDNF,ADM,MMP12,FLT3LG
GO:0007166	Cell surface receptor signaling pathway	19	2040	0.72	2.11e-07	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000265371,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000320084,9606.ENSP00000327824,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000483552	PLAT,IL1RL1,IL17C,NRP1,CXCL5,IL15,CD276,IFNLR1,CXCL9,DLL1,PLAU,NPPB,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,RARRES2,FURIN
GO:0006955	Immune response	16	1321	0.83	2.58e-07	9606.ENSP00000233954,9606.ENSP00000259486,9606.ENSP00000274306,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000327824,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607	IL1RL1,ENPP2,GZMA,CXCL5,IL15,IFNLR1,CXCL9,DLL1,NPPB,IL2RA,IL4R,TNFSF11,IL6,RARRES2,IL32,ADM
GO:0002376	Immune system process	19	2121	0.7	3.53e-07	9606.ENSP00000233954,9606.ENSP00000259486,9606.ENSP00000274306,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000320084,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000469613	IL1RL1,ENPP2,GZMA,CXCL5,IL15,CD276,IFNLR1,DPP4,CXCL9,DLL1,NPPB,IL2RA,IL4R,TNFSF11,IL6,RARRES2,IL32,ADM,FLT3LG
GO:0008284	Positive regulation of cell population proliferation	14	945	0.92	3.53e-07	9606.ENSP00000253408,9606.ENSP00000265371,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000320084,9606.ENSP00000353731,9606.ENSP00000355718,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000469613	GFAP,NRP1,CXCL5,IL15,CD276,DPP4,DLL1,IL2RA,ACVRL1,IL6,GDNF,ADM,MMP12,FLT3LG
GO:0050794	Regulation of cellular process	35	11025	0.25	1.51e-06	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000253408,9606.ENSP00000259486,9606.ENSP00000264896,9606.ENSP00000265371,9606.ENSP00000269593,9606.ENSP00000272190,9606.ENSP00000274306,9606.ENSP00000280904,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000301455,9606.ENSP00000320084,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000469613,9606.ENSP00000477999,9606.ENSP00000483552	PLAT,IL1RL1,IL17C,GFAP,ENPP2,SCARB2,NRP1,IGFBP4,REN,GZMA,DSC2,CXCL5,IL15,TNFRSF11B,ANGPTL4,CD276,IFNLR1,DPP4,CXCL9,DLL1,PLAU,NPPB,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,RARRES2,IL32,ADM,MMP12,FLT3LG,NOS1,FURIN
GO:0051094	Positive regulation of developmental process	15	1332	0.8	2.46e-06	9606.ENSP00000253408,9606.ENSP00000259486,9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000301455,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000418009,9606.ENSP00000436607	GFAP,ENPP2,NRP1,IL15,ANGPTL4,CXCL9,DLL1,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,RARRES2,ADM
GO:0048522	Positive regulation of cellular process	27	5584	0.43	2.75e-06	9606.ENSP00000233954,9606.ENSP00000253408,9606.ENSP00000259486,9606.ENSP00000264896,9606.ENSP00000265371,9606.ENSP00000269593,9606.ENSP00000274306,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000320084,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000418009,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000469613,9606.ENSP00000477999,9606.ENSP00000483552	IL1RL1,GFAP,ENPP2,SCARB2,NRP1,IGFBP4,GZMA,CXCL5,IL15,CD276,IFNLR1,DPP4,CXCL9,DLL1,PLAU,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,RARRES2,ADM,MMP12,FLT3LG,NOS1,FURIN
GO:2000026	Regulation of multicellular organismal development	15	1389	0.78	3.88e-06	9606.ENSP00000253408,9606.ENSP00000259486,9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000301455,9606.ENSP00000355718,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000436607	GFAP,ENPP2,NRP1,IL15,TNFRSF11B,ANGPTL4,DLL1,NPPB,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,ADM
GO:0032101	Regulation of response to external stimulus	13	964	0.88	4.15e-06	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000361850,9606.ENSP00000369293,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000458585,9606.ENSP00000483552	PLAT,IL1RL1,NRP1,IL15,IFNLR1,DPP4,PLAU,IL2RA,TNFSF11,IL6,RARRES2,MMP12,FURIN
GO:0030155	Regulation of cell adhesion	12	784	0.94	4.52e-06	9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000320084,9606.ENSP00000353731,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000458585	NRP1,IL15,CD276,DPP4,DLL1,PLAU,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,MMP12
GO:0042221	Response to chemical	23	4010	0.51	5.82e-06	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000259486,9606.ENSP00000265371,9606.ENSP00000272190,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000361850,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000418009,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000477999,9606.ENSP00000483552	PLAT,IL1RL1,ENPP2,NRP1,REN,CXCL5,IL15,TNFRSF11B,IFNLR1,DPP4,CXCL9,PLAU,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,RARRES2,ADM,MMP12,NOS1,FURIN
GO:0044419	Biological process involved in interspecies interaction between organisms	15	1490	0.75	7.89e-06	9606.ENSP00000264896,9606.ENSP00000265371,9606.ENSP00000272190,9606.ENSP00000274306,9606.ENSP00000296027,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000365651,9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000477999	SCARB2,NRP1,REN,GZMA,CXCL5,IFNLR1,DPP4,CXCL9,NPPB,IL4R,IL6,RARRES2,ADM,MMP12,NOS1
GO:0051241	Negative regulation of multicellular organismal process	13	1035	0.85	7.89e-06	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000436607,9606.ENSP00000483552	PLAT,IL1RL1,NRP1,IL15,TNFRSF11B,DLL1,PLAU,NPPB,ACVRL1,IL4R,IL6,ADM,FURIN
GO:0019221	Cytokine-mediated signaling pathway	9	369	1.14	8.66e-06	9606.ENSP00000233954,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000327824,9606.ENSP00000354901,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675	IL1RL1,CXCL5,IL15,IFNLR1,CXCL9,IL2RA,IL4R,TNFSF11,IL6
GO:0006935	Chemotaxis	10	516	1.04	9.74e-06	9606.ENSP00000259486,9606.ENSP00000265371,9606.ENSP00000296027,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000361850,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000418009	ENPP2,NRP1,CXCL5,DPP4,CXCL9,PLAU,TNFSF11,IL6,GDNF,RARRES2
GO:0010033	Response to organic substance	19	2692	0.6	9.74e-06	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000265371,9606.ENSP00000272190,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000327824,9606.ENSP00000354901,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000477999,9606.ENSP00000483552	PLAT,IL1RL1,NRP1,REN,CXCL5,IL15,TNFRSF11B,IFNLR1,CXCL9,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,RARRES2,ADM,MMP12,NOS1,FURIN
GO:0045597	Positive regulation of cell differentiation	12	876	0.89	1.07e-05	9606.ENSP00000253408,9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000354901,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000418009,9606.ENSP00000436607	GFAP,NRP1,IL15,CXCL9,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,RARRES2,ADM
GO:0006954	Inflammatory response	10	538	1.02	1.23e-05	9606.ENSP00000244241,9606.ENSP00000269593,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000354901,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000436607	IL17C,IGFBP4,CXCL5,IL15,CXCL9,IL2RA,IL4R,IL6,RARRES2,ADM
GO:0045765	Regulation of angiogenesis	8	288	1.19	1.83e-05	9606.ENSP00000259486,9606.ENSP00000265371,9606.ENSP00000301455,9606.ENSP00000355718,9606.ENSP00000365651,9606.ENSP00000373574,9606.ENSP00000385675,9606.ENSP00000436607	ENPP2,NRP1,ANGPTL4,DLL1,NPPB,ACVRL1,IL6,ADM
GO:0006952	Defense response	14	1394	0.75	2.08e-05	9606.ENSP00000244241,9606.ENSP00000269593,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607	IL17C,IGFBP4,CXCL5,IL15,IFNLR1,DPP4,CXCL9,NPPB,IL2RA,IL4R,IL6,RARRES2,IL32,ADM
GO:0048519	Negative regulation of biological process	25	5313	0.42	2.45e-05	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000253408,9606.ENSP00000265371,9606.ENSP00000269593,9606.ENSP00000274306,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000301455,9606.ENSP00000327824,9606.ENSP00000353731,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000458585,9606.ENSP00000477999,9606.ENSP00000483552	PLAT,IL1RL1,GFAP,NRP1,IGFBP4,GZMA,IL15,TNFRSF11B,ANGPTL4,IFNLR1,DPP4,DLL1,PLAU,NPPB,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,IL32,ADM,MMP12,NOS1,FURIN
GO:0065008	Regulation of biological quality	21	3654	0.51	2.90e-05	9606.ENSP00000220809,9606.ENSP00000253408,9606.ENSP00000265371,9606.ENSP00000272190,9606.ENSP00000280904,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000301455,9606.ENSP00000353731,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000436607,9606.ENSP00000477999,9606.ENSP00000483552	PLAT,GFAP,NRP1,REN,DSC2,IL15,TNFRSF11B,ANGPTL4,DPP4,DLL1,PLAU,NPPB,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,ADM,NOS1,FURIN
GO:0032103	Positive regulation of response to external stimulus	9	453	1.05	3.32e-05	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000361850,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000458585	PLAT,IL1RL1,NRP1,IL15,PLAU,TNFSF11,IL6,RARRES2,MMP12
GO:0071310	Cellular response to organic substance	16	2019	0.65	3.62e-05	9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000265371,9606.ENSP00000272190,9606.ENSP00000296027,9606.ENSP00000296545,9606.ENSP00000327824,9606.ENSP00000354901,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000477999,9606.ENSP00000483552	PLAT,IL1RL1,NRP1,REN,CXCL5,IL15,IFNLR1,CXCL9,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,RARRES2,NOS1,FURIN
GO:0048870	Cell motility	12	1061	0.8	6.25e-05	9606.ENSP00000220809,9606.ENSP00000259486,9606.ENSP00000265371,9606.ENSP00000296027,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000361850,9606.ENSP00000373574,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000458585	PLAT,ENPP2,NRP1,CXCL5,DPP4,CXCL9,PLAU,ACVRL1,TNFSF11,IL6,GDNF,MMP12
GO:0045595	Regulation of cell differentiation	14	1582	0.7	8.26e-05	9606.ENSP00000253408,9606.ENSP00000265371,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000369293,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000409007,9606.ENSP00000418009,9606.ENSP00000436607	GFAP,NRP1,IL15,TNFRSF11B,CXCL9,DLL1,IL2RA,ACVRL1,IL4R,TNFSF11,IL6,GDNF,RARRES2,ADM
